lemma,pos1,anxiety
neo-conservative,a,0.3627559416
monolithic,a,0.362840799
sorrow,n,0.3628807715
decimate,v,0.3629227362
collapse,v,0.3630990997
fixate,v,0.3633301775
surround,v,0.3633759212
worm,n,0.3634083993
stretch,v,0.3634813485
opium,n,0.3635121442
deliberate,a,0.3635365871
predominant,a,0.3635803429
fierce,a,0.3636853305
tempt,v,0.3637423149
cosmetic,n,0.3637577961
blog,n,0.3638394709
regress,v,0.3639484389
catholic,a,0.3639682178
thoughtless,a,0.3640945562
rival,a,0.3640964551
depths,n,0.3642664006
enquire,v,0.3642783501
venous,a,0.364359942
trusteeship,n,0.3643746466
distract,v,0.3644836183
shock,v,0.3645540119
bioterrorism,n,0.364613003
cave,n,0.3646521128
courageously,r,0.3646927191
involuntarily,r,0.3647885254
halibut,n,0.3648175814
mailing,n,0.3650772324
psychiatrist,n,0.3651152259
evoke,v,0.3651386657
tribe,n,0.3651942819
take-home,a,0.3652061733
bird,n,0.365248306
perplexing,a,0.3653136001
limbo,n,0.365353391
gail,n,0.3653843481
myth,n,0.3655713961
curse,n,0.3658507749
unusual,a,0.3659990698
revolve,v,0.3660466511
alert,n,0.366295817
sanctimonious,a,0.3663540286
sadness,n,0.366393114
exact,v,0.3665408914
unreasonably,r,0.3665427658
headline,v,0.3666167935
inflammatory,a,0.3666859975
unpalatable,a,0.3667472431
treason,n,0.3668079345
reactivate,v,0.3668272841
blowout,n,0.3669002654
blueberry,n,0.3669172508
apparent,a,0.3669220858
crystal,n,0.3669613281
gopher,n,0.3670655295
separation,n,0.3671811716
tumour,n,0.3672970879
pregnant,a,0.3672984723
abusive,a,0.3675916648
concussion,n,0.3675966939
misrepresentation,n,0.3676134105
hail,n,0.3676909502
schizophrenia,n,0.3677039078
treadmill,n,0.3679607136
elder,a,0.3681502387
rape,n,0.3682179521
fend,v,0.368220445
strange,a,0.3682894842
adoptive,a,0.3683180219
tragedy,n,0.3683365442
starve,v,0.3684003375
mean-spirited,a,0.3684415666
burn,n,0.3684587167
ill-advised,a,0.3686702943
assault,v,0.368715231
fringe,n,0.3687395581
blot,n,0.3687582517
recession,n,0.3687894919
foam,n,0.3688423681
overhead,a,0.3688681762
infested,a,0.3689255078
hijack,v,0.3691349128
unsound,a,0.3692727099
pollutant,n,0.3692854125
prompt,v,0.3694175969
work-related,a,0.3695137277
alleged,a,0.3696723161
pin,v,0.3697045237
behove,v,0.3697215983
reroute,v,0.3697307378
hst,n,0.3698390593
hike,n,0.3698646089
aghast,a,0.3701571571
exceedingly,r,0.370180735
attack,n,0.3703800374
non-unionized,a,0.3704144469
backdrop,n,0.3704223851
juncture,n,0.3704707604
prematurely,r,0.3705479836
trite,a,0.3706595834
hiv/aids,n,0.3707829799
downgrade,n,0.3708251214
detriment,n,0.3708623575
lump,v,0.3708896182
listeriosis,n,0.3709724753
injure,v,0.3709782562
precipitous,a,0.3709886884
mild,a,0.3710158699
right-wing,a,0.3711136962
sociology,n,0.3711909658
disgust,v,0.371240977
milk,v,0.3712513184
centrally,r,0.3712880628
duplicity,n,0.3714445477
retailing,n,0.3714491265
radicalization,n,0.3714535324
misread,v,0.3715815365
fascist,a,0.3715855989
reminiscent,a,0.3716371628
mixed,a,0.3716940909
industrialist,n,0.3717873868
vine,n,0.3719694813
multiracial,a,0.3721978825
burden,v,0.3722840274
batter,v,0.3722856821
microbead,n,0.3723335855
alzheimer,n,0.3726640609
storm,v,0.3727153786
disqualify,v,0.3727738697
touching,a,0.3728082598
divide,n,0.3728542187
hamper,v,0.3729023794
tropical,a,0.3729112347
muse,v,0.3729547643
quarantine,v,0.3730402273
intrude,v,0.3730485937
navigate,v,0.3730798285
diseased,a,0.3730895476
potash,a,0.3731098599
mainly,r,0.3731568764
intensively,r,0.373343096
bad,a,0.373386056
factor,v,0.3734206534
depiction,n,0.3734397929
saw,n,0.3735042815
kill,n,0.3735378884
hurt,v,0.3735525994
sociological,a,0.3735695489
indicative,a,0.3736916812
pathogen,n,0.373699022
intentionally,r,0.3737271032
hereditary,a,0.3737851426
slanderous,a,0.3739733331
scar,v,0.3740407595
collusion,n,0.3740541208
pirate,v,0.3740916281
rebel,v,0.3742055651
saturated,a,0.3742593444
lamb,n,0.3742977687
buggy,n,0.3743179361
collar,n,0.3743368401
wound,v,0.3744820908
smoke,v,0.3747827393
posturing,n,0.3748594979
yugoslavian,a,0.3749196958
dense,a,0.3749943625
phone,v,0.3751628042
thrust,v,0.3752251877
burst,n,0.3753267065
untoward,a,0.3753383832
dispel,v,0.375449044
catch,v,0.3754855711
past,r,0.3755016129
lay-off,a,0.3755520413
understatement,n,0.3756386635
affectionately,r,0.375730314
tomato,n,0.3757598489
nationalize,v,0.3758182671
sticker,n,0.3758840554
workload,n,0.3761081727
socialist,n,0.3761491984
nut,n,0.3761716167
warrior,n,0.3761724519
mitigating,a,0.3762286514
aquatic,a,0.3762735038
belligerent,a,0.3763131479
misdeed,n,0.3763373574
proportion,n,0.376415795
desert,n,0.3764696797
warped,a,0.3766121181
overestimate,v,0.3766619812
cowboy,n,0.3769406255
non-union,a,0.3769870436
incomprehensible,n,0.377075357
robbery,n,0.3771609749
southeast,a,0.3773563031
jihadist,n,0.377399464
spot,v,0.3774933095
perpetuate,v,0.37768477
geography,n,0.3777719639
underdeveloped,a,0.3778584602
presumptuous,a,0.377877693
irrelevant,a,0.3779370743
imitate,v,0.3780539416
pessimism,n,0.3783413477
underrepresented,a,0.3783796923
tale,n,0.3783996648
feminist,n,0.3784074277
homelessness,n,0.3784148772
liquidity,n,0.3784406252
root,n,0.3784557211
likely,a,0.3785030571
pleasantly,r,0.3785080714
campus,n,0.3785288113
tributary,n,0.378575934
com,n,0.3786507807
firsthand,r,0.3787396647
fluctuation,n,0.3789776678
multiply,v,0.3789861221
battery,n,0.379041568
harp,n,0.3791883369
exploit,n,0.3792352371
severely,r,0.3794080032
thinly,r,0.3795180514
seiner,n,0.3796130906
exorbitant,a,0.3799101573
flip-flop,n,0.3799398538
unsuspecting,a,0.3799523324
balloon,v,0.3799895975
class,v,0.3802594129
horizontal,a,0.3802869051
priorize,v,0.3803182128
hook,n,0.3803731375
railing,n,0.3803854924
smuggle,v,0.3804219788
abduction,n,0.3806480851
cake,n,0.3806648644
button,n,0.3807369471
absurd,a,0.3808341127
methane,n,0.38089671
moot,a,0.3809267044
discrepancy,n,0.3809345209
piracy,n,0.3810208432
extenuate,v,0.3810838492
gangster,n,0.3811647671
guillotine,n,0.3812485374
bog,v,0.3813018871
southeast,n,0.3813600701
non-consensual,a,0.3813754868
skiing,n,0.3814914369
accumulation,n,0.3815464671
scratch,n,0.3816142892
commentator,n,0.3816649343
snowmobile,n,0.3816756926
sandwich,n,0.3817558969
imagine,v,0.3818751259
palpable,a,0.3820026041
bomber,n,0.3820477089
extremist,n,0.3820479185
laughing,n,0.382119984
rocky,a,0.382156614
rust,n,0.3821957505
crop,v,0.3823629124
slowdown,n,0.3823955751
hell-bent,a,0.3825129225
small-town,a,0.3829025466
déjà,n,0.3829675953
subject,v,0.3829792327
deplore,v,0.3830605899
sceptical,a,0.383060976
hazardous,a,0.3832265412
overrun,n,0.3832606841
°,n,0.3833405658
magnitude,n,0.3833451919
numbering,n,0.3833486746
hardened,a,0.3833693457
transnational,a,0.3834130533
aback,r,0.3836309723
footprint,n,0.3836770563
quarantine,n,0.383825873
attack,v,0.3838725658
murderous,a,0.3839621962
frequent,a,0.3841242075
ordinance,n,0.3842090246
ever-growing,a,0.3842529309
poke,n,0.3842782071
scandalous,a,0.3843529683
pathetic,a,0.3844196829
persistently,r,0.3844818805
rugged,a,0.3845288385
plot,v,0.3845327384
spark,v,0.3846812542
painful,a,0.3847219742
tedious,a,0.3847690242
media,n,0.3847962818
striking,a,0.3848172186
counterfeit,v,0.3848471426
counterfeiting,n,0.3848777298
adversity,n,0.3851501487
intertwine,v,0.3851502542
deport,v,0.3851832177
bald,a,0.3852675397
mob,n,0.385381709
tiresome,a,0.3854729913
magnet,n,0.3855315025
terminally,r,0.3855668196
backyard,n,0.3855717676
tibetan,n,0.3857317958
mire,v,0.3857389853
spammer,n,0.3858349089
grotesque,a,0.3860751642
byproduct,n,0.3861833919
widow,v,0.3863847329
seemingly,r,0.3865708426
contentious,a,0.3866714051
drunken,a,0.3867302073
resistance,n,0.3868435249
underworld,n,0.3869719772
microscope,n,0.3870353463
novel,n,0.3870526887
aggravating,a,0.3872274886
accentuate,v,0.3874349172
functionally,r,0.387525859
captivity,n,0.3875397015
protest,n,0.3878005352
slight,a,0.3879853813
intellectual,n,0.3879921278
wounded,a,0.3881091658
traitor,n,0.3881265948
uffus,n,0.3881809345
inhuman,a,0.3883131703
evacuate,v,0.3883250941
shockingly,r,0.3883781733
rodeo,n,0.3884387125
hatred,n,0.3885688735
low-paying,a,0.3889617283
heaviest,a,0.3890341429
ethnic,a,0.3890902727
artery,n,0.3891904999
inadvertently,r,0.3892410684
vertically,r,0.3893285816
unworkable,a,0.3893555177
editorialist,n,0.3893680849
daylight,n,0.3895060478
auxiliary,a,0.3895435205
sword,n,0.3895475821
hype,n,0.3895884449
pedestrian,a,0.3897421368
nowadays,r,0.3897978185
delta,n,0.3898159936
pepper,n,0.3899709076
idiotic,a,0.3900150413
anti-trade,a,0.3900281606
irresponsible,a,0.3900475692
inertia,n,0.3901103716
unaffordable,a,0.3901573961
policy-maker,n,0.3901700104
border,v,0.3902030196
toll,n,0.3903123255
bootleg,v,0.3904062497
spotlight,n,0.3904639234
experiment,n,0.3904650074
separatist,n,0.3905492141
allegedly,r,0.3906139274
dub,v,0.3906436394
onslaught,n,0.3906791176
tuberculosis,n,0.390719109
outlaw,n,0.3907328299
persecute,v,0.3907353508
negatively,r,0.3907603915
wax,v,0.3908431103
interruption,n,0.3909489774
gunman,n,0.3910775459
confound,v,0.391129025
stalk,v,0.3911399175
slur,n,0.3912366203
chlorine,n,0.391240312
far-fetched,a,0.3913675414
simplistic,a,0.3914076833
bump,v,0.3914739327
homosexuality,n,0.3914806781
crush,v,0.3915902685
defamatory,a,0.3915918365
fearmonger,v,0.3918141222
cold,n,0.3918348055
mock,a,0.3918770996
insertion,n,0.3919315116
backtrack,v,0.3920455017
principally,r,0.3921220345
uncompetitive,a,0.3921274676
demean,v,0.3922182646
erosion,n,0.3922458678
banana,n,0.3922575149
abate,v,0.3924037723
two-tier,a,0.3924353286
anachronistic,a,0.392485304
inappropriate,a,0.3928022401
sluggish,a,0.3928662904
crash,v,0.3929581552
confinement,n,0.3929859034
assassinate,v,0.3929929595
nitrous,a,0.3930494402
costly,a,0.3931119104
addiction,n,0.3932214919
adversary,n,0.3933042639
redfish,n,0.3933650787
suspicion,n,0.3933865106
stupidity,n,0.393399298
militia,n,0.3934927849
tear,n,0.3934937174
scab,n,0.3935718732
turnover,n,0.3936190855
pregnancy,n,0.3937291269
flora,n,0.3937463291
presumptive,a,0.3937510879
unfounded,a,0.3938129922
non-citizen,n,0.393832896
shadow,n,0.3939093049
minimize,v,0.3939223768
drastic,a,0.3941104567
calculated,a,0.394146688
perception,n,0.3941778209
disparage,v,0.3942601699
muddle,v,0.3944442621
migration,n,0.394469138
incredulous,a,0.3945898903
slough,v,0.3947711844
unclear,a,0.3949700176
haul,v,0.3952021832
spurious,a,0.395221107
smoke,n,0.39544692
vis-a-vi,n,0.3954768425
disrupt,v,0.3955268092
monkey,n,0.3955651181
militant,n,0.3956296259
demographic,a,0.3956788857
magnetic,a,0.3957990375
berate,v,0.3959139755
profoundly,r,0.3961050191
trespass,v,0.3961125382
incompetence,n,0.3961582661
heroine,n,0.3962514074
mildly,r,0.3962532701
screw,n,0.3963129066
fetal,a,0.3964529804
hesitancy,n,0.3966028924
blame,v,0.39664772
imprecise,a,0.3966941009
appalling,a,0.3967839286
milieu,n,0.3968342953
cholesterol,n,0.3969252426
determinant,n,0.3970024614
adolescent,n,0.3971363666
popularity,n,0.397438131
rack,v,0.3975275026
football,n,0.3975296225
reckless,a,0.3978907929
incoherent,a,0.3980529785
hypocrite,n,0.3980773425
identifiable,a,0.398108273
unacceptable,a,0.3981842472
cowardice,n,0.398397784
saddle,v,0.3984118762
gamesmanship,n,0.3984927574
sell-out,n,0.3987998481
cold,a,0.3988544128
radioactivity,n,0.3989611755
icy,n,0.3989857913
cyclical,a,0.3990173819
abducted,n,0.3991051811
rag,n,0.3991320184
cluster,n,0.3993454515
reclassify,v,0.3995474598
genital,a,0.3996629779
hit,v,0.3999007159
variable,n,0.3999221548
nefarious,a,0.4000230142
culpa,n,0.400149334
second-class,a,0.4001771691
grandmother,n,0.4002085001
drain,v,0.4002437675
extrapolate,v,0.4002551868
doom,n,0.4003563907
habitual,a,0.400496969
faction,n,0.4005624793
comprehend,v,0.4005847884
anonymously,r,0.4006171369
misconduct,n,0.400651083
diatribe,n,0.4007076848
consuming,a,0.400728673
ss,n,0.4007364851
densely,r,0.4007612381
hanging,n,0.4007876252
pain,n,0.40081876
doublespeak,n,0.4008644431
muddy,v,0.4009033179
aeroplane,n,0.4010045326
inhumane,a,0.4011034514
drawback,n,0.4011084003
yoke,n,0.4011726911
personation,n,0.4012676353
vu,n,0.4013718381
savage,a,0.4013922079
unpopular,a,0.4015370843
acrimony,n,0.4019766709
unwelcome,a,0.4019965374
misdirect,v,0.402021849
fascination,n,0.4020551639
lien,n,0.4021502014
spin,n,0.4022161931
breakdown,n,0.402253313
rumour,v,0.4022871488
scepticism,n,0.4023131069
blame,n,0.4023780531
line-up,n,0.4024838763
scenario,n,0.4024859302
resurgence,n,0.4025298922
mainstream,a,0.4025561061
widget,n,0.4026209054
argumentative,a,0.4026347166
enormity,n,0.4026438195
disbelief,n,0.4026897769
cruel,a,0.4027739728
repeater,n,0.4028371093
paramedic,n,0.4031648545
gloat,v,0.4036030464
indignation,n,0.4036990223
tug,n,0.4038922028
distasteful,a,0.4039433199
bent,n,0.4039618937
innuendo,n,0.404033133
uncaring,a,0.4040762183
intoxicate,v,0.4041566833
mustard,n,0.4043018453
laugh,n,0.4043359904
teens,n,0.4044483037
reef,n,0.4045022059
unavoidably,r,0.4045105721
cardiac,a,0.4046214685
manganese,n,0.4046414788
desecration,n,0.4048437051
ghettoize,v,0.4051950827
curious,a,0.4053712942
motorcycle,n,0.4061169916
spill,n,0.406126924
small-businessman,n,0.4063092222
sexuality,n,0.4063111017
thicken,v,0.4063522106
lash,v,0.4064056694
brain,n,0.4064893747
drop-out,a,0.4065437368
sovereigntist,n,0.4065506429
aberration,n,0.4066673738
adversarial,a,0.4066712726
succinctly,r,0.4067769822
highlight,n,0.4067909509
devaluation,n,0.4068222817
speechless,a,0.4069232778
noticeable,a,0.4070011197
infancy,n,0.4070645847
isil,n,0.4071380875
hinterland,n,0.4071757265
probable,a,0.4072714933
expectancy,n,0.4074225997
recurrence,n,0.4074670036
coach,v,0.4075721324
idealistic,a,0.4075751145
furious,a,0.4077198713
widespread,a,0.4077390141
mount,v,0.4077822751
drunk,a,0.4077825633
legalese,n,0.4077999156
cousin,n,0.4078074485
carp,n,0.4079137279
ntcl,n,0.4079155946
antagonize,v,0.4079289651
crook,n,0.4079628855
indifference,n,0.407968564
hardball,n,0.4080817653
acceptability,n,0.4082489438
reprimand,n,0.4082736351
sexist,a,0.4084328222
sniff,v,0.4085048247
prejudicial,a,0.4085187333
misguided,a,0.4085333834
extraneous,a,0.4086947347
quilt,n,0.4088256979
occasionally,r,0.4088823393
subordinate,v,0.4089892329
conceivably,r,0.4091104652
profiling,n,0.409230214
profile,v,0.4093593192
indiscriminate,a,0.4094465673
dehp,n,0.4096162622
psychology,n,0.4096276816
slaughter,v,0.4096618141
reverse,a,0.4098969945
personate,v,0.4099049288
upswing,n,0.4099898559
downs,n,0.4100374004
subversion,n,0.4101378414
obliterate,v,0.4101681532
polarization,n,0.4102650918
leukemia,n,0.4102886289
odd,a,0.4102972946
swine,n,0.4103185833
demagoguery,n,0.410436309
activist,n,0.4105806223
harsh,a,0.4107124081
diabetes,n,0.4108216483
lure,v,0.4110015217
migrant,n,0.4110580476
foresee,v,0.4111008594
urea,n,0.4115269036
thirteenth,a,0.4115898271
contributing,a,0.4116098165
shrink,v,0.411645137
assimilate,v,0.41169239
allergen,n,0.4119955242
anathema,n,0.4119961938
smoker,n,0.412039138
station,v,0.4120678115
animosity,n,0.412224679
unprofitable,a,0.4123403538
brownfield,n,0.4123455744
provocation,n,0.4124181448
patenting,n,0.4125866979
pastor,n,0.412655142
editor,n,0.4126579984
prey,n,0.4128633168
hang,v,0.4129080945
influx,n,0.4130278852
atrocious,a,0.4130911864
roadblock,n,0.4132347409
boring,a,0.4132502092
unfortunate,a,0.4134582561
moisture,n,0.4135359236
overworked,a,0.4138050418
negativity,n,0.4139592762
gum,n,0.4142190785
complex,n,0.4143553208
tenfold,r,0.414363433
hacker,n,0.4144174243
bitumen,n,0.4144511618
displace,v,0.4144560523
gloom,n,0.4144580784
assault,n,0.4146706321
heartache,n,0.4148741457
sew,v,0.415278315
imperil,v,0.4153136935
abound,v,0.4153876018
dissect,v,0.4154071472
eyebrow,n,0.4155070571
pollution,n,0.4156139006
photograph,v,0.415904917
tremendously,r,0.4159596107
transborder,n,0.4160481016
assassination,n,0.416066503
cry,n,0.4161030254
acid,n,0.4161949277
censure,v,0.4161969225
low-level,a,0.4162238784
astronomical,a,0.4162566897
alert,v,0.416396627
atmospheric,a,0.4164339409
intriguing,a,0.4165602265
obsession,n,0.4165747679
mutilation,n,0.4167005985
rave,v,0.416794228
steamroller,n,0.4169027061
collide,v,0.4169396697
field,v,0.4169444916
impossibility,n,0.4170694502
spin,v,0.4170723112
invasion,n,0.4171115196
phrasing,n,0.4171717741
paraphernalia,n,0.4172220187
cause,n,0.4172311529
bust,v,0.4172911351
developmental,a,0.4173513986
val,n,0.417376758
twenty,n,0.4174010641
insurrection,n,0.4175059017
wheeling,n,0.4176133269
guinea,n,0.4176134667
shift,v,0.417673426
predisposition,n,0.4176743454
problem,n,0.4179098686
stoppage,n,0.418083353
throat,n,0.4182417623
jersey,n,0.4183139925
am,r,0.4183259134
dissimilar,a,0.418340769
temperature,n,0.4183538338
columnist,n,0.4184247513
cerebral,a,0.4184744648
offload,v,0.4185074707
impulse,n,0.4188380112
amusing,a,0.418858682
delay,n,0.4189648641
forced,a,0.419138137
compress,v,0.4192888766
uncovered,a,0.4193008346
radical,a,0.419426129
rotate,v,0.419459614
turf,n,0.4194614489
pre-removal,a,0.4194671003
tread,v,0.4194979848
inexplicable,a,0.4197972334
adversely,r,0.4198213995
bleed,v,0.4198411809
allege,v,0.4198994089
grandstanding,n,0.4199197691
shocked,a,0.4199712387
heat,v,0.4200630172
successively,r,0.4200676901
soar,v,0.4202668719
distrust,v,0.420306071
rival,n,0.4203543691
mistreatment,n,0.4203801028
notoriously,r,0.4205417798
afoul,n,0.4206276959
imprison,v,0.4208066313
nonsense,a,0.4208495162
strap,v,0.4209968725
socialism,n,0.4210688128
enemy,n,0.4211349082
superfluous,a,0.4212246603
regularity,n,0.4212662963
cusp,n,0.4215356863
notorious,a,0.4216371625
lone,a,0.421910388
exhaust,n,0.4219336265
hospitalization,n,0.4219892172
mar,v,0.4221465765
inequitable,a,0.4221501809
mishandle,v,0.4221881417
fascinate,v,0.4222759638
bandy,v,0.4224265178
phthalate,n,0.4224526607
astray,r,0.4225088127
nepotism,n,0.4226186592
hotline,n,0.4226248037
correspondent,n,0.4227892265
dysfunctional,a,0.4229085201
scream,v,0.4229086081
kilo,n,0.4229177903
petty,n,0.4230244402
ignite,v,0.4231303404
second-hand,a,0.4232020837
bom,n,0.4232560134
indiscriminately,r,0.4234076332
huge,a,0.4235291051
divestment,n,0.4235993317
fly,n,0.4237013396
disgusted,a,0.4237070046
oblivion,n,0.4238306256
extermination,n,0.4238517228
vociferously,r,0.424106981
futility,n,0.4244125159
pressing,a,0.4244590143
remnant,n,0.4246760901
suddenly,r,0.4246793271
invader,n,0.4247387365
haste,n,0.4249136502
wreck,n,0.4250224291
trigger,v,0.4250262886
grass,n,0.4251947062
peculiar,a,0.4256943581
authoritarian,a,0.4256972586
racial,a,0.4258133915
meltdown,n,0.4259825721
ebb,n,0.4260640312
inexperienced,a,0.426162515
quotient,n,0.4263668071
victimization,n,0.4263892162
pit,v,0.4264124569
blow,n,0.4266256716
brutally,r,0.4266402675
digging,n,0.4268787839
kiss,v,0.4268926012
protectionism,n,0.4269952
shopping,n,0.4271493883
politicking,n,0.4271660492
inconsistency,n,0.4271694231
fester,v,0.427192339
potential,a,0.4271983399
avoid,v,0.4272733902
madness,n,0.4274433762
spontaneous,a,0.4275833415
dioxin,n,0.4276283132
recruit,n,0.4277447628
shudder,v,0.4277973329
offside,n,0.4278957121
pornographic,a,0.4279100617
sicken,v,0.4279219237
massively,r,0.428132742
weaponry,n,0.4281658186
abomination,n,0.42836241
bureaucratic,a,0.428480182
cereal,n,0.4285024902
inconvenience,v,0.4285986584
melting,n,0.4286469127
chronically,r,0.4287422241
regionalization,n,0.4288015795
dreaded,a,0.4288077763
unbelievable,a,0.4288998444
bleak,a,0.4289118047
three-day,a,0.4291654336
large-scale,a,0.4292381259
shout,v,0.4293038443
monumental,a,0.4296945448
overreact,v,0.4297572992
gag,n,0.429860523
squad,n,0.4299496855
thin,v,0.4303227025
regrettable,a,0.4303244277
gang,n,0.4303356352
contaminant,n,0.4303844749
hover,v,0.4305031104
brutal,a,0.4306038462
terrorize,v,0.4306572063
esoteric,a,0.43069123
windsor-st,n,0.4307643723
purposely,r,0.4308878332
intern,v,0.4313638157
endure,v,0.4314468578
creep,n,0.4315279645
mischievous,a,0.4316185794
letterhead,n,0.4317122153
enormously,r,0.4318992558
undecided,a,0.4319328758
unfavourable,a,0.432365718
trade-off,n,0.4326731475
semantics,n,0.4327282555
heavy,a,0.43277612
rattle,v,0.4328145173
debase,v,0.4331106887
decay,n,0.4331349974
deform,v,0.4331828321
fragmented,a,0.4333703129
extricate,v,0.4336059004
wax,n,0.4338541326
euphemism,n,0.4338635821
barrage,n,0.4339487645
beat,v,0.4340778127
newborn,n,0.4341503857
swath,n,0.4345275688
indefinite,a,0.4345520504
northwest,r,0.4347080829
humiliating,a,0.4347638287
flood,n,0.4348048076
farcical,a,0.434815543
double-digit,a,0.4348477272
ineptitude,n,0.4348709949
beluga,n,0.4350373296
warmer,a,0.4351273755
war-torn,a,0.4351841882
unacceptably,r,0.4352152137
sadden,v,0.4352492704
drop-out,n,0.4353214773
herbicide,n,0.4353752112
split,a,0.4353899031
fifty,n,0.4354123367
centralist,a,0.4354334587
spam,n,0.4354445551
persistent,a,0.4354748661
société,n,0.4355056532
mefloquine,n,0.4355335755
culprit,n,0.4356656106
march,n,0.4357966214
backfire,v,0.4358953049
chore,n,0.4359263816
disadvantage,n,0.4359630826
communism,n,0.4359653335
strawberry,n,0.436319915
miscalculation,n,0.4363525945
miscarriage,n,0.4364530993
silly,a,0.4364689758
fruitless,a,0.4366170969
hateful,a,0.4366953204
islamic,a,0.4369898031
demonize,v,0.4370269557
demeaning,a,0.4371072704
degrade,v,0.437165371
pompous,a,0.4372145695
anti,a,0.4373532282
artificial,a,0.4374819036
offensive,n,0.4375023073
triple,r,0.437699382
clumsy,a,0.4377815654
uprising,n,0.437784787
earthquake,n,0.4377944335
abrogation,n,0.4378112032
attribute,v,0.4378252953
theatric,n,0.4378876706
wary,a,0.438160635
counterproductive,a,0.4382216722
retaliation,n,0.4382666705
inefficient,a,0.4382670575
hotly,r,0.4384407286
sar,n,0.4384505367
laughable,a,0.4386035699
portray,v,0.4386205353
split,n,0.4386208971
cyberbullying,n,0.4386261239
laughing,a,0.4387601441
unholy,a,0.438859604
colonialism,n,0.4388615873
deception,n,0.4388685835
downgrading,n,0.4389651326
jealous,a,0.439210118
consciously,r,0.4397181325
fantasy,n,0.4397761328
glacier,n,0.4399393595
overly,r,0.4400804098
emotion,n,0.4401636661
red-handed,a,0.4402149144
rapidly,r,0.4402501251
immaterial,a,0.4402993298
morass,n,0.4403774708
cope,v,0.4404272213
extremism,n,0.440435959
vigilante,n,0.4405521911
crisis,n,0.4407715382
congenital,a,0.4408810279
bicker,v,0.4409103606
cooling,n,0.4409819664
pronounced,a,0.4410446701
topple,v,0.4411827695
perverse,a,0.4413209679
wean,v,0.4413557128
massive,a,0.4415025003
perpetrate,v,0.4415752401
sick,a,0.4415885665
maim,v,0.4416276113
wont,a,0.4416415544
inexcusable,a,0.4418653317
negative,a,0.4420486368
quibble,v,0.4420531578
domination,n,0.4421699388
deride,v,0.4424375448
hijacking,n,0.4424434613
deplete,v,0.4424949049
provocative,a,0.4425975312
presuppose,v,0.4426155593
diverge,v,0.4427836434
suffocate,v,0.4428968929
phantom,a,0.4429385088
curtail,v,0.4429727459
damn,r,0.4430341435
morbidity,n,0.4430587046
beware,v,0.4430784423
reoffending,n,0.4431836996
bigotry,n,0.4432462492
mammoth,a,0.4432766926
overfishing,n,0.4435016042
poster,n,0.4435729403
invariably,r,0.4439622262
two-day,a,0.443987481
spawning,n,0.4441144198
classic,a,0.4441570971
libertarian,n,0.4442614316
ever-increasing,a,0.4442933702
innocently,r,0.4444077705
bluntly,r,0.4446386573
anti-semitic,a,0.444790376
transient,a,0.4448794524
soup,n,0.4449670125
futile,a,0.4450690463
procrastination,n,0.4451525323
telephone,v,0.4451894756
nationalist,a,0.4453338487
hacking,n,0.445393329
wrongly,r,0.4455094781
formaldehyde,n,0.4456056228
supermarket,n,0.4456942996
deplorable,a,0.445790823
gulf,n,0.4458689231
rim,n,0.4458792765
storm,n,0.4458937959
severity,n,0.4459991352
centralization,n,0.4460382948
fat,n,0.4460828441
top-down,a,0.4462385317
mall,n,0.4462437059
mostly,r,0.446304336
divergence,n,0.4463360968
siege,n,0.4466577976
awful,a,0.4469143999
germ,n,0.4469177298
xenophobia,n,0.4469202261
binge,n,0.4469247112
overpay,v,0.4471983385
immoral,a,0.4472335783
inflationary,a,0.4477824501
sow,v,0.4477940254
ridiculously,r,0.447951822
emergence,n,0.4480365241
arouse,v,0.4481321801
bitter,a,0.4483475134
geopolitical,a,0.4487270855
overrun,v,0.4490939947
attendant,a,0.449173444
virus,n,0.4492488004
center,n,0.4492811365
experiment,v,0.4494072222
uneconomic,a,0.4494797053
complicate,v,0.4495257916
underground,r,0.4496008311
liver,n,0.4496152536
rip-off,n,0.4497111425
fracturing,n,0.4498479075
pander,v,0.449929287
associate,v,0.450130834
thug,n,0.4501949508
make-up,n,0.4502307727
hook,v,0.4505359666
morale,n,0.4507353558
obnoxious,a,0.4508149213
wrenching,a,0.4508447852
psyche,n,0.4509796791
peddling,n,0.45100424
fighting,n,0.4510124558
powerlessness,n,0.4511203208
weakening,n,0.4512388444
traffic,v,0.451343126
strait-jacket,n,0.4514850595
derail,v,0.4516663228
ponder,v,0.4520605681
yellow,a,0.452160092
heartland,n,0.4522064642
profiteer,v,0.4523219048
tick,v,0.4524256827
poorly,r,0.4524631953
potent,a,0.4524943289
subdivision,n,0.4525059883
love-in,n,0.45255088
broke,r,0.4526382894
drift,v,0.4527623811
awakening,n,0.4529140735
boil,v,0.4534882831
theatre,n,0.4534926558
cruelly,r,0.4535419625
limb,n,0.4540002647
immune,a,0.454344669
bilge,n,0.4544088778
sell-off,n,0.4544489118
slowness,n,0.4545182095
loon,n,0.4545342711
seed,v,0.4545594545
trespassing,n,0.4546676738
divert,v,0.4548338741
une,a,0.4548390335
oftentimes,r,0.454968125
age,v,0.4550056844
mismanagement,n,0.4550995552
displeasure,n,0.4552153701
poison,v,0.4552237732
scheduling,n,0.4552689269
reticent,a,0.4555272877
spray,v,0.4560217811
intimately,r,0.4560419912
foetal,a,0.4563110555
scandalize,v,0.4563966631
charlesbourg,n,0.4565299602
hostage,n,0.4566249687
